run,cohort,delta
California R1,card-selected,-0.0006204112277554685
California R1,card-selected,0.001312435057741479
California R1,card-selected,0.0
California R1,card-selected,0.0
California R1,card-selected,-0.012346156366193073
California R1,card-selected,0.0
California R1,card-selected,-0.010867474736747873
California R1,card-selected,0.0
California R1,card-selected,-0.011510275300453898
California R1,card-selected,0.0015048759425667635
California R1,card-selected,0.0007062037588678738
California R1,card-selected,-0.000494745621742898
California R1,card-selected,-0.0009797280614752824
California R1,card-selected,0.0
California R1,card-selected,0.0
California R1,card-selected,-0.0046258579306227565
California R1,ordinary no-card,-0.01527232909972065
California R1,card-selected,-0.032940977930906445
California R1,card-selected,-0.0019583409020144105
California R1,card-selected,0.0010573923433098154
California R1,card-selected,-0.003578856442832845
California R1,card-selected,-0.004123484182663062
California R1,card-selected,0.0
California R1,card-selected,-0.00098480638738907
California R1,card-selected,0.00039814317395814314
California R1,card-selected,0.0012117563906526296
California R1,card-selected,-0.0180131346640785
California R1,card-selected,0.0007933469717884556
California R1,card-selected,-0.001074748522997826
California R1,card-selected,0.0012993265405361054
California R1,card-selected,-0.0034528501946637924
California R1,card-selected,-0.116290024781595
California R1,card-selected,-0.0006692460204836825
California R1,card-selected,0.0013287404728651309
California R1,card-selected,0.0
California R1,card-selected,0.0
